A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
28-09-2024,9,7,13,NILOUFER TEA,150,75,FRUIT PREMIUM,500,141,BUTTER CAKE,89,92,BLACK FOREST PASTRY,111,28
28-09-2024,9,7,14,NILOUFER TEA,150,67,PALMIERS,170,113,BURGUR BUN,170,61,BRAZILIAN COFFEE PASTRY,159,24
28-09-2024,9,7,15,NILOUFER TEA,150,58,CHOCOCHIP OSMANIA,165,170,VEG ROLL,45,63,OPERA PASTRY,169.9,14
28-09-2024,9,7,16,NILOUFER TEA,150,70,PLAIN KHARI,175,157,ALOO PARATHA,280,84,ENGLISH FRUIT CUSTURD,193,11
28-09-2024,9,7,17,NILOUFER TEA,150,104,DRY FRUIT PREMIUM,725,204,PAV BAJI,69,83,PREMIUM BUTTERSCOCH,159,29
28-09-2024,9,7,18,NILOUFER TEA,150,59,CHOCO ROCKS,320,222,VEG STICKS,220,93,EGGLESS BUTTERSCOCH,360,16
28-09-2024,9,7,19,NILOUFER TEA,150,84,GHEE BUN,80,124,PANNER PIZZA,320,111,EGGLESS CHOCOCHIP CAKE,410,20
28-09-2024,9,7,20,NILOUFER TEA,150,67,DUM KA ROAT,600,256,MUSHROOM WRAP,450,68,EGGLESS CHOCO TRUFFLE CAKE,520,16
28-09-2024,9,7,21,NILOUFER TEA,150,122,ATTA BISCUIT,180,278,MASALA FRIES,250,109,EGGLESS RASMALAI CAKE,620,16
28-09-2024,9,7,22,NILOUFER TEA,150,111,GHEE ALMOND,220,239,SWEET CORN,20,65,TIRAMISU PASTRY,160.9,24
28-09-2024,9,7,23,NILOUFER TEA,150,113,OSMANIA CLASSIC,60,234,VADA PAV,180,67,SWISS ROCHER PASTRY,159,23
28-09-2024,9,7,24,NILOUFER TEA,150,94,OSMANIA PREMIUM,450,119,POPCORN,25,111,CHEESE CAKE,480,10
29-09-2024,9,1,1,NILOUFER TEA,150,126,BUTTER ALMOND,140,176,VEG PUFF,59,93,VANILLA CAKE,169,15
29-09-2024,9,1,2,NILOUFER TEA,150,130,DRY FRUIT,140,280,PANEER PUFF,69,99,BUTTERSCOCH CAKE,159,12
29-09-2024,9,1,3,NILOUFER TEA,150,66,CHOCOCHIP,100,173,EGG PUFF,70,105,DRY FRUITS CAKE,220,27
29-09-2024,9,1,4,NILOUFER TEA,150,108,DOUBLE CHOCOCHIP,120,266,ALOO SAMOSA,45,143,STRAWBERRY CAKE,250,27
29-09-2024,9,1,5,NILOUFER TEA,150,115,FRUIT BISCUIT,180,294,MASKA BUN,100,76,PINEAPPLE CAKE,111,21
29-09-2024,9,1,6,NILOUFER TEA,150,106,SALT BISCUIT,140,283,MALAI BUN,180,87,RASMALAI CAKE,250,20
29-09-2024,9,1,7,NILOUFER TEA,150,124,MELTING COOKIES,200,266,SANDWICH,120,140,CHOCLATE CAKE,320,12
29-09-2024,9,1,8,NILOUFER TEA,150,51,ALMOND STICKS,400,181,VEG HALEEM,320,96,CHOCO CHIPS CAKES,320,14
29-09-2024,9,1,9,NILOUFER TEA,150,102,MULTIGRAIN BISCUIT,210,263,ONION SAMOSA,50,92,ALMONDS CAKE,230,27
29-09-2024,9,1,10,NILOUFER TEA,150,93,OATS BISCUIT,125,191,FRENCHFRIES,250,68,BLUEBERRY CAKE,480,14
29-09-2024,9,1,11,NILOUFER TEA,150,113,RAGI BISCUIT,230,213,CLASSIC PIZZA - S,100,105,RED VELVET PASTRY,111,26
29-09-2024,9,1,12,NILOUFER TEA,150,123,COCONUT BISCUIT,150,111,BURGER,165,127,BELGIUM CHOCLATE PASTRY,159,22
29-09-2024,9,1,13,NILOUFER TEA,150,54,FRUIT PREMIUM,500,111,BUTTER CAKE,89,148,BLACK FOREST PASTRY,111,10
29-09-2024,9,1,14,NILOUFER TEA,150,114,PALMIERS,170,244,BURGUR BUN,170,117,BRAZILIAN COFFEE PASTRY,159,22
29-09-2024,9,1,15,NILOUFER TEA,150,110,CHOCOCHIP OSMANIA,165,255,VEG ROLL,45,125,OPERA PASTRY,169.9,19
29-09-2024,9,1,16,NILOUFER TEA,150,85,PLAIN KHARI,175,281,ALOO PARATHA,280,119,ENGLISH FRUIT CUSTURD,193,22
29-09-2024,9,1,17,NILOUFER TEA,150,82,DRY FRUIT PREMIUM,725,297,PAV BAJI,69,70,PREMIUM BUTTERSCOCH,159,27
29-09-2024,9,1,18,NILOUFER TEA,150,74,CHOCO ROCKS,320,133,VEG STICKS,220,85,EGGLESS BUTTERSCOCH,360,24
29-09-2024,9,1,19,NILOUFER TEA,150,85,GHEE BUN,80,243,PANNER PIZZA,320,96,EGGLESS CHOCOCHIP CAKE,410,19
29-09-2024,9,1,20,NILOUFER TEA,150,78,DUM KA ROAT,600,150,MUSHROOM WRAP,450,86,EGGLESS CHOCO TRUFFLE CAKE,520,25
29-09-2024,9,1,21,NILOUFER TEA,150,117,ATTA BISCUIT,180,284,MASALA FRIES,250,136,EGGLESS RASMALAI CAKE,620,23
29-09-2024,9,1,22,NILOUFER TEA,150,71,GHEE ALMOND,220,109,SWEET CORN,20,129,TIRAMISU PASTRY,160.9,20
29-09-2024,9,1,23,NILOUFER TEA,150,67,OSMANIA CLASSIC,60,188,VADA PAV,180,73,SWISS ROCHER PASTRY,159,30
29-09-2024,9,1,24,NILOUFER TEA,150,87,OSMANIA PREMIUM,450,294,POPCORN,25,131,CHEESE CAKE,480,27
30-09-2024,9,2,1,NILOUFER TEA,150,57,BUTTER ALMOND,140,241,VEG PUFF,59,143,VANILLA CAKE,169,13
30-09-2024,9,2,2,NILOUFER TEA,150,90,DRY FRUIT,140,202,PANEER PUFF,69,82,BUTTERSCOCH CAKE,159,19
30-09-2024,9,2,3,NILOUFER TEA,150,89,CHOCOCHIP,100,211,EGG PUFF,70,75,DRY FRUITS CAKE,220,11
30-09-2024,9,2,4,NILOUFER TEA,150,96,DOUBLE CHOCOCHIP,120,197,ALOO SAMOSA,45,149,STRAWBERRY CAKE,250,19
30-09-2024,9,2,5,NILOUFER TEA,150,109,FRUIT BISCUIT,180,105,MASKA BUN,100,65,PINEAPPLE CAKE,111,15
30-09-2024,9,2,6,NILOUFER TEA,150,70,SALT BISCUIT,140,135,MALAI BUN,180,77,RASMALAI CAKE,250,14
30-09-2024,9,2,7,NILOUFER TEA,150,118,MELTING COOKIES,200,290,SANDWICH,120,86,CHOCLATE CAKE,320,30
30-09-2024,9,2,8,NILOUFER TEA,150,120,ALMOND STICKS,400,169,VEG HALEEM,320,100,CHOCO CHIPS CAKES,320,12
30-09-2024,9,2,9,NILOUFER TEA,150,57,MULTIGRAIN BISCUIT,210,211,ONION SAMOSA,50,113,ALMONDS CAKE,230,12
30-09-2024,9,2,10,NILOUFER TEA,150,90,OATS BISCUIT,125,144,FRENCHFRIES,250,101,BLUEBERRY CAKE,480,22
30-09-2024,9,2,11,NILOUFER TEA,150,65,RAGI BISCUIT,230,218,CLASSIC PIZZA - S,100,141,RED VELVET PASTRY,111,14
30-09-2024,9,2,12,NILOUFER TEA,150,110,COCONUT BISCUIT,150,217,BURGER,165,84,BELGIUM CHOCLATE PASTRY,159,23
30-09-2024,9,2,13,NILOUFER TEA,150,129,FRUIT PREMIUM,500,155,BUTTER CAKE,89,89,BLACK FOREST PASTRY,111,28
30-09-2024,9,2,14,NILOUFER TEA,150,115,PALMIERS,170,203,BURGUR BUN,170,117,BRAZILIAN COFFEE PASTRY,159,27
30-09-2024,9,2,15,NILOUFER TEA,150,58,CHOCOCHIP OSMANIA,165,244,VEG ROLL,45,133,OPERA PASTRY,169.9,26
30-09-2024,9,2,16,NILOUFER TEA,150,68,PLAIN KHARI,175,115,ALOO PARATHA,280,69,ENGLISH FRUIT CUSTURD,193,13
30-09-2024,9,2,17,NILOUFER TEA,150,88,DRY FRUIT PREMIUM,725,109,PAV BAJI,69,115,PREMIUM BUTTERSCOCH,159,10
30-09-2024,9,2,18,NILOUFER TEA,150,112,CHOCO ROCKS,320,121,VEG STICKS,220,91,EGGLESS BUTTERSCOCH,360,29
30-09-2024,9,2,19,NILOUFER TEA,150,61,GHEE BUN,80,281,PANNER PIZZA,320,73,EGGLESS CHOCOCHIP CAKE,410,10
30-09-2024,9,2,20,NILOUFER TEA,150,62,DUM KA ROAT,600,274,MUSHROOM WRAP,450,87,EGGLESS CHOCO TRUFFLE CAKE,520,11
30-09-2024,9,2,21,NILOUFER TEA,150,81,ATTA BISCUIT,180,135,MASALA FRIES,250,96,EGGLESS RASMALAI CAKE,620,29
30-09-2024,9,2,22,NILOUFER TEA,150,75,GHEE ALMOND,220,182,SWEET CORN,20,84,TIRAMISU PASTRY,160.9,28
30-09-2024,9,2,23,NILOUFER TEA,150,115,OSMANIA CLASSIC,60,277,VADA PAV,180,104,SWISS ROCHER PASTRY,159,15
30-09-2024,9,2,24,NILOUFER TEA,150,88,OSMANIA PREMIUM,450,296,POPCORN,25,63,CHEESE CAKE,480,13
01-10-2024,10,3,1,NILOUFER TEA,150,58,BUTTER ALMOND,140,136,VEG PUFF,59,109,VANILLA CAKE,169,16
01-10-2024,10,3,2,NILOUFER TEA,150,70,DRY FRUIT,140,260,PANEER PUFF,69,115,BUTTERSCOCH CAKE,159,28
01-10-2024,10,3,3,NILOUFER TEA,150,117,CHOCOCHIP,100,146,EGG PUFF,70,144,DRY FRUITS CAKE,220,13
01-10-2024,10,3,4,NILOUFER TEA,150,125,DOUBLE CHOCOCHIP,120,230,ALOO SAMOSA,45,148,STRAWBERRY CAKE,250,26
01-10-2024,10,3,5,NILOUFER TEA,150,114,FRUIT BISCUIT,180,296,MASKA BUN,100,95,PINEAPPLE CAKE,111,24
01-10-2024,10,3,6,NILOUFER TEA,150,85,SALT BISCUIT,140,273,MALAI BUN,180,125,RASMALAI CAKE,250,16
01-10-2024,10,3,7,NILOUFER TEA,150,68,MELTING COOKIES,200,183,SANDWICH,120,139,CHOCLATE CAKE,320,24
01-10-2024,10,3,8,NILOUFER TEA,150,66,ALMOND STICKS,400,299,VEG HALEEM,320,125,CHOCO CHIPS CAKES,320,28
01-10-2024,10,3,9,NILOUFER TEA,150,82,MULTIGRAIN BISCUIT,210,116,ONION SAMOSA,50,70,ALMONDS CAKE,230,27
01-10-2024,10,3,10,NILOUFER TEA,150,93,OATS BISCUIT,125,206,FRENCHFRIES,250,70,BLUEBERRY CAKE,480,25
01-10-2024,10,3,11,NILOUFER TEA,150,73,RAGI BISCUIT,230,288,CLASSIC PIZZA - S,100,121,RED VELVET PASTRY,111,30
01-10-2024,10,3,12,NILOUFER TEA,150,112,COCONUT BISCUIT,150,293,BURGER,165,116,BELGIUM CHOCLATE PASTRY,159,14
01-10-2024,10,3,13,NILOUFER TEA,150,118,FRUIT PREMIUM,500,202,BUTTER CAKE,89,88,BLACK FOREST PASTRY,111,15
01-10-2024,10,3,14,NILOUFER TEA,150,54,PALMIERS,170,182,BURGUR BUN,170,86,BRAZILIAN COFFEE PASTRY,159,23
01-10-2024,10,3,15,NILOUFER TEA,150,75,CHOCOCHIP OSMANIA,165,292,VEG ROLL,45,111,OPERA PASTRY,169.9,17
01-10-2024,10,3,16,NILOUFER TEA,150,86,PLAIN KHARI,175,158,ALOO PARATHA,280,89,ENGLISH FRUIT CUSTURD,193,29
01-10-2024,10,3,17,NILOUFER TEA,150,108,DRY FRUIT PREMIUM,725,213,PAV BAJI,69,118,PREMIUM BUTTERSCOCH,159,27
01-10-2024,10,3,18,NILOUFER TEA,150,69,CHOCO ROCKS,320,133,VEG STICKS,220,80,EGGLESS BUTTERSCOCH,360,23
01-10-2024,10,3,19,NILOUFER TEA,150,128,GHEE BUN,80,278,PANNER PIZZA,320,142,EGGLESS CHOCOCHIP CAKE,410,19
01-10-2024,10,3,20,NILOUFER TEA,150,129,DUM KA ROAT,600,192,MUSHROOM WRAP,450,70,EGGLESS CHOCO TRUFFLE CAKE,520,28
01-10-2024,10,3,21,NILOUFER TEA,150,87,ATTA BISCUIT,180,249,MASALA FRIES,250,116,EGGLESS RASMALAI CAKE,620,17
01-10-2024,10,3,22,NILOUFER TEA,150,119,GHEE ALMOND,220,192,SWEET CORN,20,150,TIRAMISU PASTRY,160.9,20
01-10-2024,10,3,23,NILOUFER TEA,150,130,OSMANIA CLASSIC,60,155,VADA PAV,180,127,SWISS ROCHER PASTRY,159,20
01-10-2024,10,3,24,NILOUFER TEA,150,93,OSMANIA PREMIUM,450,299,POPCORN,25,131,CHEESE CAKE,480,29
02-10-2024,10,4,1,NILOUFER TEA,150,57,BUTTER ALMOND,140,244,VEG PUFF,59,127,VANILLA CAKE,169,29
02-10-2024,10,4,2,NILOUFER TEA,150,89,DRY FRUIT,140,107,PANEER PUFF,69,61,BUTTERSCOCH CAKE,159,22
02-10-2024,10,4,3,NILOUFER TEA,150,86,CHOCOCHIP,100,175,EGG PUFF,70,113,DRY FRUITS CAKE,220,21
02-10-2024,10,4,4,NILOUFER TEA,150,51,DOUBLE CHOCOCHIP,120,204,ALOO SAMOSA,45,70,STRAWBERRY CAKE,250,27
02-10-2024,10,4,5,NILOUFER TEA,150,97,FRUIT BISCUIT,180,156,MASKA BUN,100,132,PINEAPPLE CAKE,111,13
02-10-2024,10,4,6,NILOUFER TEA,150,89,SALT BISCUIT,140,263,MALAI BUN,180,109,RASMALAI CAKE,250,18
02-10-2024,10,4,7,NILOUFER TEA,150,71,MELTING COOKIES,200,256,SANDWICH,120,94,CHOCLATE CAKE,320,26
02-10-2024,10,4,8,NILOUFER TEA,150,127,ALMOND STICKS,400,247,VEG HALEEM,320,125,CHOCO CHIPS CAKES,320,24
02-10-2024,10,4,9,NILOUFER TEA,150,97,MULTIGRAIN BISCUIT,210,298,ONION SAMOSA,50,82,ALMONDS CAKE,230,11
02-10-2024,10,4,10,NILOUFER TEA,150,93,OATS BISCUIT,125,176,FRENCHFRIES,250,128,BLUEBERRY CAKE,480,17
02-10-2024,10,4,11,NILOUFER TEA,150,87,RAGI BISCUIT,230,215,CLASSIC PIZZA - S,100,92,RED VELVET PASTRY,111,12
02-10-2024,10,4,12,NILOUFER TEA,150,64,COCONUT BISCUIT,150,293,BURGER,165,103,BELGIUM CHOCLATE PASTRY,159,27
02-10-2024,10,4,13,NILOUFER TEA,150,111,FRUIT PREMIUM,500,173,BUTTER CAKE,89,66,BLACK FOREST PASTRY,111,16
02-10-2024,10,4,14,NILOUFER TEA,150,79,PALMIERS,170,154,BURGUR BUN,170,69,BRAZILIAN COFFEE PASTRY,159,11
02-10-2024,10,4,15,NILOUFER TEA,150,51,CHOCOCHIP OSMANIA,165,211,VEG ROLL,45,63,OPERA PASTRY,169.9,15
02-10-2024,10,4,16,NILOUFER TEA,150,92,PLAIN KHARI,175,231,ALOO PARATHA,280,67,ENGLISH FRUIT CUSTURD,193,27
02-10-2024,10,4,17,NILOUFER TEA,150,83,DRY FRUIT PREMIUM,725,149,PAV BAJI,69,145,PREMIUM BUTTERSCOCH,159,11
02-10-2024,10,4,18,NILOUFER TEA,150,103,CHOCO ROCKS,320,178,VEG STICKS,220,111,EGGLESS BUTTERSCOCH,360,10
02-10-2024,10,4,19,NILOUFER TEA,150,76,GHEE BUN,80,130,PANNER PIZZA,320,142,EGGLESS CHOCOCHIP CAKE,410,16
02-10-2024,10,4,20,NILOUFER TEA,150,69,DUM KA ROAT,600,280,MUSHROOM WRAP,450,99,EGGLESS CHOCO TRUFFLE CAKE,520,27
02-10-2024,10,4,21,NILOUFER TEA,150,110,ATTA BISCUIT,180,114,MASALA FRIES,250,147,EGGLESS RASMALAI CAKE,620,27
02-10-2024,10,4,22,NILOUFER TEA,150,99,GHEE ALMOND,220,197,SWEET CORN,20,112,TIRAMISU PASTRY,160.9,25
02-10-2024,10,4,23,NILOUFER TEA,150,77,OSMANIA CLASSIC,60,267,VADA PAV,180,75,SWISS ROCHER PASTRY,159,27
02-10-2024,10,4,24,NILOUFER TEA,150,85,OSMANIA PREMIUM,450,176,POPCORN,25,90,CHEESE CAKE,480,18
03-10-2024,10,5,1,NILOUFER TEA,150,112,BUTTER ALMOND,140,273,VEG PUFF,59,116,VANILLA CAKE,169,13
03-10-2024,10,5,2,NILOUFER TEA,150,56,DRY FRUIT,140,144,PANEER PUFF,69,84,BUTTERSCOCH CAKE,159,26
03-10-2024,10,5,3,NILOUFER TEA,150,124,CHOCOCHIP,100,112,EGG PUFF,70,109,DRY FRUITS CAKE,220,12
03-10-2024,10,5,4,NILOUFER TEA,150,74,DOUBLE CHOCOCHIP,120,226,ALOO SAMOSA,45,135,STRAWBERRY CAKE,250,14
03-10-2024,10,5,5,NILOUFER TEA,150,68,FRUIT BISCUIT,180,246,MASKA BUN,100,91,PINEAPPLE CAKE,111,21
03-10-2024,10,5,6,NILOUFER TEA,150,120,SALT BISCUIT,140,189,MALAI BUN,180,125,RASMALAI CAKE,250,11
03-10-2024,10,5,7,NILOUFER TEA,150,130,MELTING COOKIES,200,274,SANDWICH,120,106,CHOCLATE CAKE,320,11
03-10-2024,10,5,8,NILOUFER TEA,150,96,ALMOND STICKS,400,117,VEG HALEEM,320,116,CHOCO CHIPS CAKES,320,28
03-10-2024,10,5,9,NILOUFER TEA,150,125,MULTIGRAIN BISCUIT,210,266,ONION SAMOSA,50,89,ALMONDS CAKE,230,12
03-10-2024,10,5,10,NILOUFER TEA,150,91,OATS BISCUIT,125,178,FRENCHFRIES,250,109,BLUEBERRY CAKE,480,27
03-10-2024,10,5,11,NILOUFER TEA,150,101,RAGI BISCUIT,230,227,CLASSIC PIZZA - S,100,104,RED VELVET PASTRY,111,25
03-10-2024,10,5,12,NILOUFER TEA,150,127,COCONUT BISCUIT,150,239,BURGER,165,111,BELGIUM CHOCLATE PASTRY,159,19
03-10-2024,10,5,13,NILOUFER TEA,150,77,FRUIT PREMIUM,500,271,BUTTER CAKE,89,147,BLACK FOREST PASTRY,111,22
03-10-2024,10,5,14,NILOUFER TEA,150,104,PALMIERS,170,157,BURGUR BUN,170,99,BRAZILIAN COFFEE PASTRY,159,19
03-10-2024,10,5,15,NILOUFER TEA,150,75,CHOCOCHIP OSMANIA,165,225,VEG ROLL,45,122,OPERA PASTRY,169.9,20
03-10-2024,10,5,16,NILOUFER TEA,150,89,PLAIN KHARI,175,268,ALOO PARATHA,280,67,ENGLISH FRUIT CUSTURD,193,26
03-10-2024,10,5,17,NILOUFER TEA,150,54,DRY FRUIT PREMIUM,725,164,PAV BAJI,69,150,PREMIUM BUTTERSCOCH,159,20
03-10-2024,10,5,18,NILOUFER TEA,150,90,CHOCO ROCKS,320,190,VEG STICKS,220,80,EGGLESS BUTTERSCOCH,360,26
03-10-2024,10,5,19,NILOUFER TEA,150,52,GHEE BUN,80,194,PANNER PIZZA,320,98,EGGLESS CHOCOCHIP CAKE,410,27
03-10-2024,10,5,20,NILOUFER TEA,150,91,DUM KA ROAT,600,164,MUSHROOM WRAP,450,63,EGGLESS CHOCO TRUFFLE CAKE,520,25
03-10-2024,10,5,21,NILOUFER TEA,150,97,ATTA BISCUIT,180,105,MASALA FRIES,250,126,EGGLESS RASMALAI CAKE,620,28
03-10-2024,10,5,22,NILOUFER TEA,150,109,GHEE ALMOND,220,162,SWEET CORN,20,138,TIRAMISU PASTRY,160.9,13
03-10-2024,10,5,23,NILOUFER TEA,150,95,OSMANIA CLASSIC,60,257,VADA PAV,180,101,SWISS ROCHER PASTRY,159,28
03-10-2024,10,5,24,NILOUFER TEA,150,120,OSMANIA PREMIUM,450,221,POPCORN,25,97,CHEESE CAKE,480,13
04-10-2024,10,6,1,NILOUFER TEA,150,106,BUTTER ALMOND,140,176,VEG PUFF,59,133,VANILLA CAKE,169,10
04-10-2024,10,6,2,NILOUFER TEA,150,110,DRY FRUIT,140,284,PANEER PUFF,69,83,BUTTERSCOCH CAKE,159,30
04-10-2024,10,6,3,NILOUFER TEA,150,60,CHOCOCHIP,100,254,EGG PUFF,70,104,DRY FRUITS CAKE,220,13
04-10-2024,10,6,4,NILOUFER TEA,150,64,DOUBLE CHOCOCHIP,120,102,ALOO SAMOSA,45,78,STRAWBERRY CAKE,250,26
04-10-2024,10,6,5,NILOUFER TEA,150,65,FRUIT BISCUIT,180,207,MASKA BUN,100,88,PINEAPPLE CAKE,111,15
04-10-2024,10,6,6,NILOUFER TEA,150,89,SALT BISCUIT,140,183,MALAI BUN,180,86,RASMALAI CAKE,250,25
04-10-2024,10,6,7,NILOUFER TEA,150,107,MELTING COOKIES,200,276,SANDWICH,120,60,CHOCLATE CAKE,320,25
04-10-2024,10,6,8,NILOUFER TEA,150,84,ALMOND STICKS,400,264,VEG HALEEM,320,82,CHOCO CHIPS CAKES,320,20
04-10-2024,10,6,9,NILOUFER TEA,150,62,MULTIGRAIN BISCUIT,210,198,ONION SAMOSA,50,143,ALMONDS CAKE,230,18
04-10-2024,10,6,10,NILOUFER TEA,150,53,OATS BISCUIT,125,252,FRENCHFRIES,250,108,BLUEBERRY CAKE,480,13
04-10-2024,10,6,11,NILOUFER TEA,150,83,RAGI BISCUIT,230,115,CLASSIC PIZZA - S,100,112,RED VELVET PASTRY,111,20
04-10-2024,10,6,12,NILOUFER TEA,150,63,COCONUT BISCUIT,150,100,BURGER,165,120,BELGIUM CHOCLATE PASTRY,159,24
04-10-2024,10,6,13,NILOUFER TEA,150,72,FRUIT PREMIUM,500,248,BUTTER CAKE,89,122,BLACK FOREST PASTRY,111,21
04-10-2024,10,6,14,NILOUFER TEA,150,92,PALMIERS,170,151,BURGUR BUN,170,144,BRAZILIAN COFFEE PASTRY,159,21
04-10-2024,10,6,15,NILOUFER TEA,150,120,CHOCOCHIP OSMANIA,165,244,VEG ROLL,45,76,OPERA PASTRY,169.9,24
04-10-2024,10,6,16,NILOUFER TEA,150,73,PLAIN KHARI,175,162,ALOO PARATHA,280,146,ENGLISH FRUIT CUSTURD,193,10
04-10-2024,10,6,17,NILOUFER TEA,150,130,DRY FRUIT PREMIUM,725,159,PAV BAJI,69,94,PREMIUM BUTTERSCOCH,159,29
04-10-2024,10,6,18,NILOUFER TEA,150,86,CHOCO ROCKS,320,295,VEG STICKS,220,125,EGGLESS BUTTERSCOCH,360,29
04-10-2024,10,6,19,NILOUFER TEA,150,71,GHEE BUN,80,225,PANNER PIZZA,320,135,EGGLESS CHOCOCHIP CAKE,410,24
04-10-2024,10,6,20,NILOUFER TEA,150,57,DUM KA ROAT,600,249,MUSHROOM WRAP,450,128,EGGLESS CHOCO TRUFFLE CAKE,520,19
04-10-2024,10,6,21,NILOUFER TEA,150,58,ATTA BISCUIT,180,189,MASALA FRIES,250,131,EGGLESS RASMALAI CAKE,620,24
04-10-2024,10,6,22,NILOUFER TEA,150,126,GHEE ALMOND,220,287,SWEET CORN,20,150,TIRAMISU PASTRY,160.9,13
04-10-2024,10,6,23,NILOUFER TEA,150,68,OSMANIA CLASSIC,60,150,VADA PAV,180,128,SWISS ROCHER PASTRY,159,15
04-10-2024,10,6,24,NILOUFER TEA,150,98,OSMANIA PREMIUM,450,281,POPCORN,25,149,CHEESE CAKE,480,28
05-10-2024,10,7,1,NILOUFER TEA,150,75,BUTTER ALMOND,140,257,VEG PUFF,59,106,VANILLA CAKE,169,25
05-10-2024,10,7,2,NILOUFER TEA,150,130,DRY FRUIT,140,105,PANEER PUFF,69,134,BUTTERSCOCH CAKE,159,10
05-10-2024,10,7,3,NILOUFER TEA,150,67,CHOCOCHIP,100,243,EGG PUFF,70,102,DRY FRUITS CAKE,220,20
05-10-2024,10,7,4,NILOUFER TEA,150,81,DOUBLE CHOCOCHIP,120,251,ALOO SAMOSA,45,118,STRAWBERRY CAKE,250,11
05-10-2024,10,7,5,NILOUFER TEA,150,84,FRUIT BISCUIT,180,259,MASKA BUN,100,94,PINEAPPLE CAKE,111,25
05-10-2024,10,7,6,NILOUFER TEA,150,94,SALT BISCUIT,140,295,MALAI BUN,180,136,RASMALAI CAKE,250,19
05-10-2024,10,7,7,NILOUFER TEA,150,128,MELTING COOKIES,200,226,SANDWICH,120,148,CHOCLATE CAKE,320,21
05-10-2024,10,7,8,NILOUFER TEA,150,124,ALMOND STICKS,400,134,VEG HALEEM,320,137,CHOCO CHIPS CAKES,320,30
05-10-2024,10,7,9,NILOUFER TEA,150,115,MULTIGRAIN BISCUIT,210,201,ONION SAMOSA,50,144,ALMONDS CAKE,230,22
05-10-2024,10,7,10,NILOUFER TEA,150,122,OATS BISCUIT,125,147,FRENCHFRIES,250,61,BLUEBERRY CAKE,480,21
05-10-2024,10,7,11,NILOUFER TEA,150,55,RAGI BISCUIT,230,266,CLASSIC PIZZA - S,100,101,RED VELVET PASTRY,111,15
05-10-2024,10,7,12,NILOUFER TEA,150,84,COCONUT BISCUIT,150,184,BURGER,165,134,BELGIUM CHOCLATE PASTRY,159,16
05-10-2024,10,7,13,NILOUFER TEA,150,109,FRUIT PREMIUM,500,168,BUTTER CAKE,89,124,BLACK FOREST PASTRY,111,23
05-10-2024,10,7,14,NILOUFER TEA,150,98,PALMIERS,170,276,BURGUR BUN,170,141,BRAZILIAN COFFEE PASTRY,159,20
05-10-2024,10,7,15,NILOUFER TEA,150,85,CHOCOCHIP OSMANIA,165,121,VEG ROLL,45,61,OPERA PASTRY,169.9,12
05-10-2024,10,7,16,NILOUFER TEA,150,81,PLAIN KHARI,175,100,ALOO PARATHA,280,85,ENGLISH FRUIT CUSTURD,193,20
05-10-2024,10,7,17,NILOUFER TEA,150,99,DRY FRUIT PREMIUM,725,270,PAV BAJI,69,62,PREMIUM BUTTERSCOCH,159,16
05-10-2024,10,7,18,NILOUFER TEA,150,55,CHOCO ROCKS,320,160,VEG STICKS,220,66,EGGLESS BUTTERSCOCH,360,16
05-10-2024,10,7,19,NILOUFER TEA,150,71,GHEE BUN,80,180,PANNER PIZZA,320,125,EGGLESS CHOCOCHIP CAKE,410,24
05-10-2024,10,7,20,NILOUFER TEA,150,94,DUM KA ROAT,600,223,MUSHROOM WRAP,450,112,EGGLESS CHOCO TRUFFLE CAKE,520,29
05-10-2024,10,7,21,NILOUFER TEA,150,112,ATTA BISCUIT,180,198,MASALA FRIES,250,125,EGGLESS RASMALAI CAKE,620,12
05-10-2024,10,7,22,NILOUFER TEA,150,89,GHEE ALMOND,220,216,SWEET CORN,20,130,TIRAMISU PASTRY,160.9,27
05-10-2024,10,7,23,NILOUFER TEA,150,122,OSMANIA CLASSIC,60,296,VADA PAV,180,72,SWISS ROCHER PASTRY,159,27
05-10-2024,10,7,24,NILOUFER TEA,150,122,OSMANIA PREMIUM,450,101,POPCORN,25,79,CHEESE CAKE,480,18
06-10-2024,10,1,1,NILOUFER TEA,150,73,BUTTER ALMOND,140,173,VEG PUFF,59,120,VANILLA CAKE,169,25
06-10-2024,10,1,2,NILOUFER TEA,150,101,DRY FRUIT,140,221,PANEER PUFF,69,96,BUTTERSCOCH CAKE,159,12
06-10-2024,10,1,3,NILOUFER TEA,150,95,CHOCOCHIP,100,192,EGG PUFF,70,124,DRY FRUITS CAKE,220,16
06-10-2024,10,1,4,NILOUFER TEA,150,73,DOUBLE CHOCOCHIP,120,135,ALOO SAMOSA,45,94,STRAWBERRY CAKE,250,19
06-10-2024,10,1,5,NILOUFER TEA,150,110,FRUIT BISCUIT,180,167,MASKA BUN,100,131,PINEAPPLE CAKE,111,28
06-10-2024,10,1,6,NILOUFER TEA,150,89,SALT BISCUIT,140,202,MALAI BUN,180,122,RASMALAI CAKE,250,28
06-10-2024,10,1,7,NILOUFER TEA,150,68,MELTING COOKIES,200,260,SANDWICH,120,111,CHOCLATE CAKE,320,27
06-10-2024,10,1,8,NILOUFER TEA,150,114,ALMOND STICKS,400,300,VEG HALEEM,320,130,CHOCO CHIPS CAKES,320,25
